event_index,attempt,node,status_code,elapsed_ms,leader,result,final
0,1,http://100.100.1.200:7000,200,47.522,lnx200nas,submit_ok,ok
1,1,http://100.100.1.202:7000,200,11.479,,retryable_error,retry
2,1,http://100.100.1.203:7000,200,70.593,lnx200nas,submit_ok,ok
1,2,http://100.100.1.203:7000,200,84.23,lnx200nas,submit_ok,ok
3,1,http://100.100.1.203:7000,200,105.834,lnx200nas,submit_ok,ok
4,1,http://100.100.1.200:7000,200,65.75,lnx200nas,submit_ok,ok
5,1,http://100.100.1.203:7000,200,55.285,lnx200nas,submit_ok,ok
6,1,http://100.100.1.203:7000,200,34.474,lnx200nas,submit_ok,ok
7,1,http://100.100.1.200:7000,200,41.338,lnx200nas,submit_ok,ok
8,1,http://100.100.1.203:7000,200,31.937,lnx200nas,submit_ok,ok
9,1,http://100.100.1.203:7000,200,79.894,lnx200nas,submit_ok,ok
10,1,http://100.100.1.203:7000,200,63.945,lnx200nas,submit_ok,ok
11,1,http://100.100.1.200:7000,200,48.408,lnx200nas,submit_ok,ok
12,1,http://100.100.1.203:7000,200,77.073,lnx200nas,submit_ok,ok
13,1,http://100.100.1.200:7000,200,75.979,lnx200nas,submit_ok,ok
14,1,http://100.100.1.202:7000,200,17.929,,retryable_error,retry
15,1,http://100.100.1.203:7000,200,4.179,,retryable_error,retry
14,2,http://100.100.1.200:7000,200,64.09,lnx200nas,submit_ok,ok
16,1,http://100.100.1.202:7000,200,6.014,,retryable_error,retry
15,2,http://100.100.1.200:7000,200,74.314,lnx200nas,submit_ok,ok
17,1,http://100.100.1.200:7000,200,53.488,lnx200nas,submit_ok,ok
16,2,http://100.100.1.200:7000,200,29.854,lnx200nas,submit_ok,ok
18,1,http://100.100.1.203:7000,200,27.978,,retryable_error,retry
19,1,http://100.100.1.200:7000,200,59.195,lnx200nas,submit_ok,ok
20,1,http://100.100.1.200:7000,200,76.154,lnx200nas,submit_ok,ok
18,2,http://100.100.1.200:7000,200,34.872,lnx200nas,submit_ok,ok
21,1,http://100.100.1.203:7000,200,3.526,,retryable_error,retry
22,1,http://100.100.1.202:7000,200,9.177,,retryable_error,retry
21,2,http://100.100.1.200:7000,200,65.466,lnx200nas,submit_ok,ok
23,1,http://100.100.1.203:7000,200,4.35,,retryable_error,retry
22,2,http://100.100.1.203:7000,200,5.002,,retryable_error,retry
24,1,http://100.100.1.200:7000,200,47.971,lnx200nas,submit_ok,ok
25,1,http://100.100.1.202:7000,200,16.46,,retryable_error,retry
23,2,http://100.100.1.202:7000,200,11.183,,retryable_error,retry
26,1,http://100.100.1.200:7000,200,56.865,lnx200nas,submit_ok,ok
27,1,http://100.100.1.202:7000,200,8.021,,retryable_error,retry
25,2,http://100.100.1.203:7000,200,2.958,,retryable_error,retry
22,3,http://100.100.1.200:7000,200,39.181,lnx200nas,submit_ok,ok
28,1,http://100.100.1.200:7000,200,6.039,,retryable_error,retry
29,1,http://100.100.1.202:7000,200,18.556,lnx202pc,submit_ok,ok
27,2,http://100.100.1.203:7000,200,8.663,,retryable_error,retry
30,1,http://100.100.1.203:7000,200,8.645,,retryable_error,retry
23,3,http://100.100.1.200:7000,200,13.513,,hard_fail,hard_fail
28,2,http://100.100.1.203:7000,200,4.11,,retryable_error,retry
25,3,http://100.100.1.200:7000,200,15.272,,hard_fail,hard_fail
31,1,http://100.100.1.203:7000,200,17.859,,retryable_error,retry
30,2,http://100.100.1.202:7000,200,16.26,,retryable_error,retry
32,1,http://100.100.1.200:7000,200,16.105,,hard_fail,hard_fail
27,3,http://100.100.1.200:7000,200,6.458,,hard_fail,hard_fail
31,2,http://100.100.1.200:7000,200,13.22,,hard_fail,hard_fail
