event_index,attempt,node,status_code,elapsed_ms,leader,result,final
1,1,http://100.100.1.203:7000,200,34.652,lnx203hp,submit_ok,ok
5,1,http://100.100.1.203:7000,200,36.429,lnx203hp,submit_ok,ok
9,1,http://100.100.1.203:7000,200,15.318,lnx203hp,submit_ok,ok
10,1,http://100.100.1.203:7000,200,14.623,lnx203hp,submit_ok,ok
14,1,http://100.100.1.203:7000,200,10.265,lnx203hp,submit_ok,ok
19,1,http://100.100.1.203:7000,200,10.308,lnx203hp,submit_ok,ok
20,1,http://100.100.1.203:7000,200,10.97,lnx203hp,submit_ok,ok
22,1,http://100.100.1.203:7000,200,33.567,lnx203hp,submit_ok,ok
26,1,http://100.100.1.203:7000,200,16.547,lnx203hp,submit_ok,ok
28,1,http://100.100.1.203:7000,200,10.211,lnx203hp,submit_ok,ok
31,1,http://100.100.1.203:7000,200,12.906,lnx203hp,submit_ok,ok
32,1,http://100.100.1.203:7000,200,13.473,lnx203hp,submit_ok,ok
33,1,http://100.100.1.203:7000,200,15.255,lnx203hp,submit_ok,ok
34,1,http://100.100.1.203:7000,200,17.201,lnx203hp,submit_ok,ok
38,1,http://100.100.1.203:7000,200,21.837,lnx203hp,submit_ok,ok
39,1,http://100.100.1.203:7000,200,27.478,lnx203hp,submit_ok,ok
41,1,http://100.100.1.203:7000,200,22.841,lnx203hp,submit_ok,ok
45,1,http://100.100.1.203:7000,200,14.892,lnx203hp,submit_ok,ok
48,1,http://100.100.1.203:7000,200,19.209,lnx203hp,submit_ok,ok
52,1,http://100.100.1.203:7000,200,19.597,lnx203hp,submit_ok,ok
53,1,http://100.100.1.203:7000,200,41.763,lnx203hp,submit_ok,ok
0,2,http://100.100.1.203:7000,200,49.476,lnx203hp,submit_ok,ok
57,1,http://100.100.1.203:7000,200,39.8,lnx203hp,submit_ok,ok
61,1,http://100.100.1.203:7000,200,22.048,lnx203hp,submit_ok,ok
62,1,http://100.100.1.203:7000,200,17.482,lnx203hp,submit_ok,ok
71,1,http://100.100.1.203:7000,200,13.314,lnx203hp,submit_ok,ok
76,1,http://100.100.1.203:7000,200,24.977,lnx203hp,submit_ok,ok
75,1,http://100.100.1.203:7000,200,32.572,lnx203hp,submit_ok,ok
6,2,http://100.100.1.203:7000,200,16.09,lnx203hp,submit_ok,ok
8,2,http://100.100.1.203:7000,200,14.627,lnx203hp,submit_ok,ok
