event_index,attempt,node,status_code,elapsed_ms,leader,result,final
0,1,http://100.100.1.203:7000,200,94.021,lnx200nas,submit_ok,ok
4,1,http://100.100.1.203:7000,200,3.779,,retryable_error,retry
1,1,http://100.100.1.202:7000,200,117.25,lnx200nas,submit_ok,ok
6,1,http://100.100.1.202:7000,200,5.87,,retryable_error,retry
7,1,http://100.100.1.202:7000,200,5.456,,retryable_error,retry
8,1,http://100.100.1.200:7000,200,9.746,,retryable_error,retry
9,1,http://100.100.1.200:7000,200,7.402,,retryable_error,retry
10,1,http://100.100.1.202:7000,200,4.69,,retryable_error,retry
11,1,http://100.100.1.200:7000,200,12.307,,retryable_error,retry
12,1,http://100.100.1.203:7000,200,4.74,,retryable_error,retry
13,1,http://100.100.1.203:7000,200,3.713,,retryable_error,retry
14,1,http://100.100.1.200:7000,200,10.523,,retryable_error,retry
3,1,http://100.100.1.202:7000,200,168.968,lnx200nas,submit_ok,ok
15,1,http://100.100.1.200:7000,200,7.108,,retryable_error,retry
16,1,http://100.100.1.203:7000,200,8.841,,retryable_error,retry
2,1,http://100.100.1.203:7000,200,193.444,lnx200nas,submit_ok,ok
17,1,http://100.100.1.202:7000,200,8.258,,retryable_error,retry
20,1,http://100.100.1.203:7000,200,5.219,,retryable_error,retry
18,1,http://100.100.1.200:7000,200,11.348,,retryable_error,retry
19,1,http://100.100.1.200:7000,200,14.079,,retryable_error,retry
5,1,http://100.100.1.200:7000,200,119.942,lnx200nas,submit_ok,ok
22,1,http://100.100.1.202:7000,200,7.605,,retryable_error,retry
21,1,http://100.100.1.200:7000,200,12.096,,retryable_error,retry
25,1,http://100.100.1.203:7000,200,7.686,,retryable_error,retry
24,1,http://100.100.1.200:7000,200,13.577,,retryable_error,retry
23,1,http://100.100.1.200:7000,200,21.348,,retryable_error,retry
27,1,http://100.100.1.200:7000,200,12.136,,retryable_error,retry
28,1,http://100.100.1.202:7000,200,11.717,,retryable_error,retry
26,1,http://100.100.1.202:7000,200,20.806,,retryable_error,retry
30,1,http://100.100.1.202:7000,200,9.988,,retryable_error,retry
29,1,http://100.100.1.202:7000,200,13.361,,retryable_error,retry
32,1,http://100.100.1.202:7000,200,8.121,,retryable_error,retry
31,1,http://100.100.1.200:7000,200,17.577,,retryable_error,retry
33,1,http://100.100.1.203:7000,200,13.378,,retryable_error,retry
35,1,http://100.100.1.203:7000,200,13.027,,retryable_error,retry
34,1,http://100.100.1.203:7000,200,16.621,,retryable_error,retry
36,1,http://100.100.1.202:7000,200,13.107,,retryable_error,retry
37,1,http://100.100.1.203:7000,200,13.515,,retryable_error,retry
39,1,http://100.100.1.202:7000,200,9.1,,retryable_error,retry
38,1,http://100.100.1.203:7000,200,12.746,,retryable_error,retry
40,1,http://100.100.1.200:7000,200,9.527,,retryable_error,retry
41,1,http://100.100.1.203:7000,200,8.449,,retryable_error,retry
44,1,http://100.100.1.202:7000,200,5.383,,retryable_error,retry
43,1,http://100.100.1.202:7000,200,10.819,,retryable_error,retry
45,1,http://100.100.1.203:7000,200,6.982,,retryable_error,retry
42,1,http://100.100.1.202:7000,200,18.112,,retryable_error,retry
46,1,http://100.100.1.203:7000,200,12.409,,retryable_error,retry
47,1,http://100.100.1.200:7000,200,11.08,,retryable_error,retry
48,1,http://100.100.1.203:7000,200,14.83,,retryable_error,retry
50,1,http://100.100.1.202:7000,200,12.808,,retryable_error,retry
51,1,http://100.100.1.200:7000,200,14.981,,retryable_error,retry
52,1,http://100.100.1.200:7000,200,13.09,,retryable_error,retry
53,1,http://100.100.1.202:7000,200,9.962,,retryable_error,retry
49,1,http://100.100.1.200:7000,200,29.177,,retryable_error,retry
54,1,http://100.100.1.202:7000,200,10.965,,retryable_error,retry
56,1,http://100.100.1.200:7000,200,8.093,,retryable_error,retry
55,1,http://100.100.1.200:7000,200,12.878,,retryable_error,retry
57,1,http://100.100.1.202:7000,200,9.236,,retryable_error,retry
58,1,http://100.100.1.202:7000,200,9.411,,retryable_error,retry
59,1,http://100.100.1.200:7000,200,11.992,,retryable_error,retry
60,1,http://100.100.1.203:7000,200,6.677,,retryable_error,retry
61,1,http://100.100.1.202:7000,200,5.152,,retryable_error,retry
